MOUNTAIN LION,Cougar-RCV,Track,trail,Trail-RCV,AGE,LRFH,QUAL,Sex,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,Area1,Area2,Area3,Area4,Area5,Area6,Area7,Area8,Area9,Area10,V77+V78,V79+V80,V73+V74+V75+V76,V22+V23+V24+V25,V94+V95,V96+V97+V98,V22-25/V77-78,V22-25/V10,V94+V95/V101+V102,V22-25+V10+V68,V2+V3,V1+V2+V3+V4,V1+V2+V3,V2+V3+V4,V93/V2,V93/AR 4,V93/V2+V3,AR10-AR8,V93/AR10-AR8,93/94+95
MALE ROCKY 14,MALE ROCKY 14,14P,14A,14A,14.2,,,M,"2,86482403","3,15763616","3,28217128","3,10258995","1,74809847","2,15443397","2,22095611","2,23284972","2,32678947","5,96694872","1,99249582","2,01890645","2,27041538","5,09064029","6,30231643","7,2132428","6,06033891","4,34432321","1,95799321","4,49166827","2,72157454","13,9672243","8,33638867","3,95536158","24,8863586","2,80139352","2,74418371","3,4645291","2,48871803","2,20616029","2,0186243","2,22005831","2,91850014","3,25918343","3,4129324","5,46705087","5,08353033","1,89938312","2,62657037","4,49053469","5,21406506","4,13776805","3,14428519","3,05081014","2,88729775","4,66464283","6,78619622","7,37353627","6,29648436","5,70563972","5,01329648","1,70905106","1,74809847","1,81444977","1,44483422","1,94138467","2,0720923","1,87997434","1,77188542","1,66806632","2,24417275","1,83412002","2,13371267","1,91062812","2,09546327","1,57045312","2,0599618","5,08856991","5,42091018","2,89930979","2,98508985","3,2853928","2,22589706","13,7514613","12,0491288","3,01782376","24,911428","16,0147898","27,7048994","20,6791464","86,9285379","75,4949111","44,6569156","48,4145465","90,4477295","92,916127","84,0098007","90,9843667","25,7662004","22,1346804","28,6080764","104,149392","116,176717","5,65626015","4,5822867","3,7708401","2,14794689","2,95939349","4,00950086","6,22904598","7,09147846","1,80279736","5,53692976","60,5989235","13,5957874","3,40130436","3,5417082","3,40614587","23,1031242","35,1425398","14,2359822","13,3956085","36,4597158","40,926217773","48,384045729","31,044310956","51,14533319","10,238546847","8,8781804828","1,2496960622","8,5714383729","1,1511388962","62,200851813","6,4398074419","12,407221422","9,304631468","9,5423973956","36,792306311","32,802453047","18,040402288","22,223733563","5,2275967304","11,346992756"
MALE ROCKY 14,MALE ROCKY 14,14S,14A,14A,14.2,,,M,"2,61565202","2,80682465","2,74217045","3,01948992","1,89149183","1,78796193","2,15177163","2,05696464","1,94801205","6,47295789","2,34593472","2,12599772","2,27498614","4,71599042","6,11185868","6,96108637","5,15785889","3,72811252","2,38374616","3,81447018","3,1466162","9,07903393","7,47233701","2,16423811","17,1763296","2,88916689","3,40589132","3,40417809","1,56993382","2,61977476","2,04444808","1,53099212","3,03461805","3,48671817","3,0463218","4,58929155","4,1302042","2,45816333","2,74229747","4,11314513","4,20788033","4,32192017","3,335565","2,71251679","2,28311673","4,1532331","6,66381732","6,6606213","6,81409452","6,28089636","4,84322923","1,38157554","1,80872271","1,58766957","1,66374244","1,46717248","1,84338459","1,72907934","1,61841971","1,46915917","2,10143484","1,79463801","1,62255959","1,75835242","1,96292813","1,37310473","2,16096959","4,80082645","5,22248708","2,93304124","3,41167806","2,85136616","2,20886089","9,0991261","7,19026646","2,52448281","19,0580818","10,6295407","19,9616572","13,44836","64,1994349","60,6883336","56,3508339","59,4497312","85,346916","86,1299945","84,0233635","91,3333435","27,2522045","29,2906937","27,8832361","110,613629","104,588919","4,78225994","4,6614958","3,84029965","2,27036583","2,27036583","3,76784116","5,67591457","6,88563195","1,50698937","5,21701084","55,4555743","8,61502715","2,49969374","2,92058733","2,97629812","22,965681","34,8469557","14,9316595","11,5548853","33,9062892","29,687622537","33,410017286","21,022736254","35,891938641","9,4437557315","8,3810313014","1,2089866272","5,5449053178","1,1252450656","47,165722985","5,5489951015","11,18413704","8,1646471245","8,5684850168","37,262362892","35,81091988","18,848262941","18,974629649","5,5120400592","11,074928419"
MALE ROCKY 14,MALE ROCKY 14,14C,14B,14B,14.2,,,M,"2,59453358","2,70139601","3,47244563","2,81872409","1,72545739","1,98816825","2,17946274","2,34827711","1,95729156","5,87244366","2,33917544","1,86586622","2,24636001","4,473515","5,16404415","5,41405434","4,47282553","3,33953763","1,82450653","3,32546256","2,08859178","7,26536689","4,79799906","2,41960126","13,3081302","2,35799771","3,1143284","2,55319413","1,74868646","1,57875979","1,70342076","1,83643255","2,38325823","2,98307096","3,29712097","4,55306735","4,42685085","2,06545121","2,59559279","4,03917059","4,52117787","3,75372441","2,93531624","2,55988186","2,57523652","3,90656507","6,04764892","6,52437962","6,13255782","5,50981078","3,89384704","1,48531929","1,65054701","1,58184981","1,51546722","1,63490166","1,69616312","1,83922943","1,53936081","1,79567447","2,2422374","2,29536574","1,8870956","1,66434768","1,93337856","1,53902686","2,15384065","4,43502934","4,78400833","2,33821739","3,01283124","2,64093518","2,13851362","7,53197561","5,57545404","2,185479","14,7912545","6,43905829","15,9690383","9,70955224","80,837653","75,3628851","42,9285025","56,2338445","85,6073939","87,7340891","93,2400564","93,5307776","27,1294953","34,1405804","27,9085885","103,274169","117,076701","4,62508939","4,14897725","3,87691316","1,45100844","3,01537691","3,76355313","5,0105135","6,80160204","1,54169646","4,35302531","47,8976586","8,23171213","2,67778663","3,78395744","3,20902619","16,7657868","26,6429361","9,1606408","9,64429823","30,0310982","21,230312804","25,67859059","17,431422266","27,791097389","8,7740666336","8,3432985043","1,309029106","4,7324587474","1,0516304348","38,098570389","6,1738416403","11,58709931","8,7683752232","8,9925657274","43,339333","30,940279647","18,963346999","20,870457407","5,6096854541","13,343493528"
MALE ROCKY 14,MALE ROCKY 14,14E,14B,14B,14.2,,,M,"2,80462522","2,94326682","3,1088187","2,94389516","1,93221967","2,19158575","2,17561329","2,09304073","2,04489493","5,97797445","2,04915446","2,18494474","2,09392422","4,26195769","5,60854382","6,4343704","5,25675869","3,3505217","2,25802212","3,52730992","2,90706048","8,01413779","4,75292284","2,84476497","14,3787462","2,90813583","3,05748498","3,3164065","1,94435196","1,96409208","1,94258456","1,58633575","3,04449461","3,20152209","3,3992655","4,79705336","4,39094089","2,20199228","2,25287256","4,09814893","4,61556377","4,24367502","3,04717628","2,83999302","2,5805026","4,26672869","6,54426458","6,98050868","6,19213012","5,70661904","4,61646069","1,61914234","1,85534335","1,84205142","1,50812225","1,63360143","2,00838998","1,8439152","1,84892371","1,81080343","1,97241511","1,65975612","2,1231219","1,97749901","1,82171417","1,52380867","1,92468395","4,85067725","5,36112523","3,02031473","3,18422061","3,28652303","2,19084245","7,78453256","6,09061165","2,87404845","15,3168029","6,59100243","16,844493","10,0139351","74,3478378","70,5473069","50,1515702","55,500592","88,9457425","88,0727455","86,0240301","92,3745411","30,568173","28,3663886","30,91678","110,226932","115,768107","4,66655569","4,62057977","3,72404937","2,32178387","2,66660325","4,13783263","5,14930283","7,03431548","1,67812101","5,08033895","54,7010579","8,99981236","3,20661192","3,3297399","3,07450035","21,3333756","31,5009459","12,9884377","12,6658","35,3382585","21,907805361","26,858428077","18,940035121","29,990571763","9,2871354651","8,7124364883","1,3689445961","5,0168450918","1,0659630607","40,819223464","6,0520855178","11,800605894","8,8567107359","8,9959806758","39,333201515","34,767912958","19,128630392","22,349820731","5,1798226199","12,465426762"
MALE ROCKY 14,MALE ROCKY 14,14I,14B,14B,14.2,,,M,"2,90634055","3,12962148","3,22346309","3,20659695","1,88324693","2,06951898","2,06597516","2,36137794","2,02412393","6,01338991","2,16842217","2,05801486","1,76896347","4,65788887","5,40989227","6,14988029","4,84801391","3,30884671","2,10104556","3,32279962","2,82708068","6,42316227","5,87458054","0,8940455","12,2013893","2,79194214","3,30792162","3,30561701","1,71084381","1,52612063","2,45007601","1,31571342","3,19101973","3,04387512","3,80065759","4,89278909","4,19432982","2,42626194","2,46740402","4,11453768","5,17633088","4,39845652","3,10662577","2,79043333","3,15258155","3,64049679","6,23230561","6,81427391","6,55611754","5,70852636","4,44082878","1,63855989","1,84026668","1,5512656","1,87701099","1,70277253","2,06838562","1,60384683","2,08278979","1,68338287","2,29707387","1,7649823","1,89797516","1,79756327","2,22802472","1,0751846","2,65934844","4,85236505","4,87117507","2,99513685","3,13879825","3,20262856","2,49832834","6,48045182","4,62699545","2,70453157","15,159674","5,72878947","14,9512586","7,15260827","78,5844349","88,2632888","35,670063","65,7455021","91,7150184","85,1423857","90,5640939","101,728567","31,0684526","32,4582617","32,3095328","120,650668","114,682175","4,9634476","4,28551329","4,14024165","2,22749843","3,05070438","3,8012745","5,44768639","7,43306543","1,98537904","4,89081178","56,8663716","8,72725535","3,14154234","3,24823402","3,26757921","19,954275","30,3341443","12,6534913","11,0548993","38,6977167","20,888463485","22,103866838","16,310307189","25,393177643","9,24896089","9,4184444665","1,2156556015","4,2227725158","0,9820051414","36,258932602","6,3530845686","12,466022061","9,2594251149","9,5596815146","36,644104102","35,306007677","18,051416433","26,04422534","4,4033628832","12,399465902"
MALE ROCKY 14,MALE ROCKY 14,14K,14B,14B,14.2,,,M,"2,84536704","3,37401995","3,45405764","3,3450522","1,89447739","1,79903959","1,97701238","2,06853352","1,95508431","5,74109064","2,04014114","1,83030832","2,14393617","4,81345406","6,18082719","6,59297486","5,03610246","3,86290151","2,31792568","3,87448982","2,71848504","12,0246972","7,23310628","8,40671756","26,136564","2,81580166","2,82748553","3,22854588","2,04014114","1,87902024","2,03843124","1,94288575","3,24802609","3,01352643","3,44964961","5,37740671","4,78511821","2,09549304","2,99886036","3,99620817","4,48748514","4,01674684","3,61664446","2,96731546","2,53473485","4,49179814","6,34327313","6,52123219","6,16321057","5,94678317","4,82614764","1,7533513","1,74755628","1,78044208","1,55745437","1,94858792","2,03391644","1,70067172","1,97781393","1,67115143","2,26347343","2,01591336","1,99727196","1,84686005","2,04014114","1,77080159","2,18653946","4,80547881","5,09374491","3,14549799","2,88179766","3,15745091","2,16571709","12,2381111","10,5428091","2,45977596","22,2705877","13,6725086","29,2555825","22,5579957","71,3350808","67,0329889","49,9777162","58,687203","88,5799681","89,0869971","86,1620192","97,3960766","26,0812591","25,3123829","28,4138288","108,060545","114,888953","5,21210545","4,73369964","4,0538598","1,56111371","2,9711519","4,28047308","5,66533201","6,57178513","2,01434027","5,11138844","56,9637989","13,0053866","3,01591327","3,36746339","3,40740506","20,3921258","31,465796","12,9514486","11,9793318","36,7197109","35,943096312","51,813578216","27,406413261","53,801085047","9,9458050888","8,5861254058","1,4968405777","9,3712307344","1,1583577713","64,347654501","6,8280775926","13,01849684","9,6734446361","10,173129797","34,051059072","34,117357658","16,825958875","23,768262263","4,8337127677","11,551498521"
MALE ROCKY 14,MALE ROCKY 14,14M,14B,14B,14.2,,,M,"3,4555673","3,62045962","3,5887776","3,07506568","1,94537283","1,95858943","2,71682489","2,34746044","2,00733398","6,26922904","2,09979627","2,07209239","2,10421466","4,30539557","5,34312836","6,84341157","5,31925512","3,17807462","2,16505374","3,41222281","3,43118876","8,71759029","7,74762264","0,85013026","15,0894936","3,30880902","3,11937903","3,62776803","1,74082446","2,13504848","2,03202955","1,36416109","3,1237868","3,55245876","4,117371","4,73068528","4,81200619","2,55802602","2,18462894","4,54402982","4,76497828","4,56024764","2,97693301","3,37914106","2,76006725","4,31473319","7,08965057","7,29925803","6,45814661","5,25032608","4,74832158","1,78761868","2,06926836","2,11220961","1,97468099","2,0826897","2,08912108","2,30098906","1,75028339","1,89140136","2,46063975","1,74496905","2,77197411","1,93899687","1,96630182","1,18756928","2,58658545","4,72268011","5,71148527","3,18993739","3,44724883","3,60735341","2,67250534","8,36335063","6,85566916","3,00675546","18,9588257","9,75711211","17,0943437","9,82090894","77,8309335","66,9897388","40,0622748","62,1067916","83,4817301","90,8271543","83,2878419","98,7556544","38,2380669","26,1398387","31,6642535","103,931903","119,887251","4,87859727","5,14088745","3,61960443","2,88519194","2,67535979","4,51139103","5,5080937","7,65887314","1,52128302","5,11465843","61,4211906","12,1729728","3,5024113","4,5388251","3,34865194","22,2944199","32,1917761","15,3599575","13,0664502","42,5703612","28,715937799","26,915252618","20,898280599","32,404836742","10,019484722","9,1801561589","1,1284617263","5,1688710918","1,0914285714","43,39674589","7,2092372262","13,739870213","10,664804531","10,284302908","33,113820745","26,413719032","16,629672066","27,210403756","4,4059342885","11,965410821"
MALE ROCKY 14,MALE ROCKY 14,14Q,14B,14B,14.2,,,M,"2,86652141","3,07462873","3,30186643","3,04040509","1,76570178","1,94838563","2,11417921","2,43623803","2,09901611","5,68156203","2,29995565","1,9422989","2,34864802","4,46503701","5,57109877","6,75690858","5,22740355","3,55770835","2,01339041","3,71992754","3,03698104","11,5588439","8,47223563","2,61824591","21,4127853","2,82276697","3,0279717","3,34602195","1,84725343","1,89566257","1,61040505","1,57391221","3,10528488","3,36473329","3,54245893","4,80400776","4,4404238","2,1497365","2,29964371","4,51316811","4,71104952","4,22067302","2,92687665","3,22024184","2,61300738","4,08270773","6,60481693","6,76965237","5,91949524","5,16678901","4,56149814","1,64959832","1,83963524","1,93120889","1,3283638","1,76398546","2,10909343","1,93519723","1,51743767","1,79616182","2,08981273","2,02557773","1,93206423","1,68265306","2,20646433","1,54762409","2,25900361","4,42613768","5,08318475","2,96559456","3,22833383","3,29663418","2,2650339","11,4822947","9,82235747","2,67363077","22,8619574","13,8831108","24,3536004","17,3254218","75,6655716","72,6481999","46,0557972","58,2786312","90,7774211","87,0871876","82,2512713","97,3526813","30,1822932","26,2471528","28,9988968","109,981087","123,070863","4,6935427","5,06902612","3,91910816","2,2529005","2,76919019","4,24765614","5,51491267","7,30585013","1,67527261","4,88128441","54,8646297","11,3040971","2,99516456","3,48504208","3,50844825","19,1079768","29,7809182","15,0261961","10,6203463","36,5890867","36,745068195","41,679022119","26,243316868","44,062110759","9,7625688178","8,9411988452","1,199129922","7,755281116","1,0870098434","54,169810478","6,3764951595","12,283421652","9,2430165655","9,4169002464","40,027877637","35,314024925","19,300706683","21,562890594","5,7075308248","12,606401556"
Male Skittish 3,Male Skittish 3,3a,3A,3A,,,,M,"2,50476041","3,09255053","3,52747685","2,75995934","1,71356196","1,8425624","2,00764849","2,28434671","1,78881639","5,65654157","1,94661277","1,88267491","2,29680437","4,8594771","5,40640369","5,72117498","4,90138704","3,4893268","1,91707689","3,43790955","2,28326543","10,348159","3,5004752","6,3732335","19,206458","2,68677389","2,95178596","3,14396384","2,18641478","1,50700165","1,78991199","2,04004503","3,19897889","2,92487584","3,96430459","4,91567644","4,47504771","2,72879766","2,80495246","3,82045621","4,62671292","4,40517368","3,36854187","2,79270649","2,85777873","3,9800431","5,91834926","6,73369602","6,64158401","5,82968387","4,48875326","1,6430872","1,25685091","1,4785472","1,72028607","1,84173468","1,65049449","1,81864513","1,89983604","1,80095233","2,23099178","2,13887397","1,95141853","1,19556442","2,26365612","1,73729594","1,90441672","4,58378241","4,79194973","2,85914708","2,87913194","3,62475753","2,51858717","10,8061551","8,97765761","2,770852","17,3339103","8,12885675","22,6302184","15,1513864","92,0659747","81,3939052","39,6775888","48,2564365","88,8504858","86,6200221","88,9889152","98,4957712","29,7372214","30,5985223","33,3074002","112,767607","122,186304","4,92585778","4,32056169","4,27881714","1,31495356","3,61090422","4,40405081","4,84236866","6,8669797","2,33769522","4,55015676","54,8283313","12,001314","2,84763942","3,53270222","2,9630872","17,095203","29,3300543","11,4977294","10,6309984","35,7005938","25,46276705","37,7816048","25,07325188","39,4283257","9,24641947","9,20467492","1,548469796","6,970394403","1,0045351466","49,66864968","6,62002738","11,88474713","9,12478779","9,37998672","39,509881185","34,587207297","18,457069282","24,2028644","5,0484232767","13,214445267"
Male Skittish 3,Male Skittish 3,3c,3A,3A,,,,M,"3,09625207","3,28355436","3,61686764","3,10048357","1,87348297","1,74739891","1,79602779","2,12392062","1,98913067","5,75598516","2,09092589","1,8090163","2,01427723","4,91779162","5,77170466","6,1537059","5,40179662","3,84755365","1,924151","3,94534511","2,2083608","11,8695252","7,18834532","2,53945167","20,6715278","2,78747193","2,8860957","2,96855274","2,58844894","1,57785936","1,83866902","2,39214958","3,0640239","2,76275316","3,3861923","5,60714516","5,47617824","2,4200336","2,60458498","3,8753067","4,7531446","4,3344018","3,17424978","2,67108258","2,76408453","4,63420945","6,48943031","7,17191264","6,45731425","5,81953371","4,62409439","1,50728493","2,19845149","1,88767528","1,65647074","1,54381001","2,24919572","1,81366939","1,81470179","1,69351094","2,28728277","2,27877126","1,83663058","1,61002641","2,13096369","1,75261643","1,98724658","4,76944873","5,35010318","2,97280516","2,81153982","3,02772135","2,41640088","11,9854268","10,1126753","2,72188107","22,200583","13,0803367","23,5253047","16,4277161","91,9262184","86,6365762","35,7918599","52,2819216","88,1743051","84,5038161","87,7766238","93,4244399","28,8397804","27,7738089","28,8420864","108,755091","118,177623","5,19333337","4,5441667","4,08975003","1,94750001","3,07272224","4,11138892","5,62611115","7,09755561","2,01241668","5,04186115","58,4311568","11,2185262","2,78954885","3,24514785","3,21588275","19,342823","31,8579823","10,6975624","12,5856297","36,4710978","35,2809197","39,9530208","27,23638405","42,26884999","9,73750007","9,10997228","1,1980654232","7,3434605571","1,0688836102","52,79428388","6,900422","13,09715764","9,99667407","10,00090557","35,990761852","36,416714573","17,126144314","25,7735354","4,5852313688","12,136341171"
Male Skittish 3,Male Skittish 3,3e,3A,3A,,,,M,"2,85787358","3,21559269","3,82784336","3,35553272","1,75327387","2,02300832","1,88867621","2,33877892","2,09177084","5,6448104","1,78992171","1,87012638","2,03260111","5,78865168","6,53986284","6,37817241","5,1921934","4,21259869","2,32726416","4,05358395","2,32458846","15,6817645","7,32440978","11,9398117","33,7246384","3,05318658","3,17137179","3,19478468","2,23742331","1,64457537","2,46407084","2,40355604","3,47019298","3,38163103","3,81673971","5,56149025","5,16389626","2,64169928","2,81431916","4,35953771","5,2412556","4,65577255","3,48597123","3,08772796","3,15339729","4,53585375","6,20169286","6,8740032","6,94769842","6,21922496","4,55658087","1,5964036","1,6689724","1,82680238","1,62090227","1,71319125","2,18971839","2,06135674","1,65925663","1,90120797","2,32230233","2,22542267","2,08959582","1,32161466","2,73769017","1,93100474","2,0851178","4,98745394","4,8521491","3,12351653","3,27556235","3,63726487","2,85045578","16,5043271","14,4716093","2,62473794","27,2844264","17,5253024","38,1481224","29,9049936","87,9250381","84,9401312","36,51658","55,5583819","92,1902571","87,8831197","86,1189204","100,544832","27,8304835","28,3872442","29,872606","116,038183","123,670703","5,52955607","4,81026422","5,07999866","1,25876073","3,41663627","4,54052978","5,79929051","6,45114874","3,30424692","5,28229949","65,1897231","15,6445746","3,25131366","3,60246564","3,58655012","20,2655113","34,4805982","12,6725757","11,7673808","42,7159964","44,8097288","68,053116","36,45113012","68,67062438","10,33982029","9,75539566","1,5324936396","12,16526677","1,0599078346","79,30288872","7,04343605","13,25684235","9,90130963","10,39896877","38,459691548","34,329460808","17,558291454","30,0434207","4,1163988693","11,960624027"
Male Skittish 3,Male Skittish 3,3i,3A,3A,,,,M,"3,09351212","3,33424612","3,56079838","2,82081764","2,04490299","1,87732099","1,90507705","2,04490299","1,75385135","6,08869452","2,14240547","1,89506747","2,11692383","5,24456163","5,70652797","6,30476534","5,67631917","3,93344065","1,77308732","3,97489647","2,32986887","11,6368688","5,96977501","1,1386753","18,1093403","2,91907293","2,88050762","3,41316966","2,77148172","1,60386201","1,57852244","2,83525427","2,96809152","2,70995238","4,15775628","5,45990117","5,90143653","2,83460164","2,43212403","3,84569567","5,09012255","4,44567282","2,92928162","2,74579564","3,34117426","4,95966937","6,99168905","7,90224519","6,88795007","5,8453084","4,86134404","1,80304429","1,82471375","2,11500633","1,67213515","1,69966124","2,13552927","2,3881253","1,45339908","1,75428506","2,15114664","2,53832731","1,66712306","1,46383031","1,95526419","1,38989779","2,06256","4,74369982","5,64451128","2,78276402","2,82712531","3,50855284","2,72861656","11,8248941","9,96695388","3,16077821","21,0390333","11,3773333","21,0779458","13,3685418","102,312109","92,1550859","32,6998197","44,9880715","86,3248899","88,9515021","92,6744039","93,1622757","30,5474621","27,168994","32,5675948","101,89038","122,87871","5,58507565","4,16628627","4,36897047","1,53139171","3,76091788","4,07620441","5,67515751","7,43175389","2,22952617","4,95450259","62,8020206","14,5923182","3,09273122","3,35037429","2,70499868","19,4497697","34,8165561","12,2531664","13,2782545","38,5526342","32,4163666","34,4464876","27,68124275","36,85465941","9,75136192","9,66128006","1,1369151844","6,052965753","1,0093240088","47,68705375","6,8950445","12,80937426","9,98855662","9,71586214","36,853521179","36,676114178","17,821307752","26,2994678","4,6722888438","12,60118443"
Male Skittish 3,Male Skittish 3,3k,3A,3A,,,,M,"3,05806305","3,33960639","3,48927354","3,32045762","1,6667981","1,77736026","2,06799537","2,20386783","2,09828143","5,6711914","1,72590619","2,00099117","2,06799537","5,13796498","5,78522487","6,48230159","5,21237312","3,94547648","1,83974839","3,88538054","2,59692104","14,6140873","20,1997806","4,51801346","29,2597439","2,59793853","3,01248314","3,36896156","2,67393091","1,3672119","1,96187267","2,4149068","2,88221416","3,07481647","3,65282045","5,97841291","5,41805821","2,50821867","2,82748043","4,26402807","4,97765752","4,47578868","3,465526","3,10839997","2,88536079","4,31076871","6,44482679","6,83764143","6,77237938","6,15468715","5,30709015","1,39543171","2,07137027","1,88011861","1,62504452","1,8518627","1,93317998","2,03803318","1,7427954","1,63141022","2,3738775","2,13606258","1,97001016","1,55721275","2,23906379","1,43554581","2,54501396","4,92324082","5,09100171","2,85596143","2,98952492","3,26605195","2,39567713","15,1743807","13,2996459","2,75630376","38,0516467","28,8643762","32,6251155","25,2324933","88,0791522","86,3409035","38,7705922","53,1502556","88,0626659","86,0093166","85,816544","98,0618674","26,6815927","27,6889877","31,1397628","113,432022","111,793071","5,09480654","4,88252294","4,24567212","1,54967032","3,33285261","3,84233327","6,13499621","6,60202014","2,52617491","4,88252294","60,0935085","12,72999","2,96095176","3,56210991","3,21263604","18,6129199","32,653613","14,9140842","12,3003087","38,2134247","66,9160229","57,8576088","33,62600749","68,59162526","9,97732948","9,12819505","1,0250403758","12,094747016","1,0930232566","79,18605748","6,82887993","13,2074006","9,88694298","10,14933755","33,474924271","31,383947667","16,370630637","23,2993405","4,7981216893","11,204708757"
Male Skittish 3,Male Skittish 3,3m,3A,3A,,,,M,"3,01335571","3,26341893","3,77291738","3,12852194","1,85581066","1,94800229","2,00284725","2,208537","2,05840898","5,89725042","1,86103736","2,04322831","2,1371252","5,350022","5,99243702","6,37662997","5,49647656","3,87845339","2,11398364","3,86257417","2,5140558","13,1370745","7,15702649","4,76794408","24,2381352","3,06750272","3,08111309","3,48779298","2,32564754","1,72085749","1,90036919","2,52862153","3,39750503","3,09972977","4,01221777","5,338091","5,45987769","3,05956037","2,96179541","4,12317865","5,06129071","4,98722601","3,62887308","2,98676633","3,00315902","4,6161426","6,53736146","7,31893578","7,10846352","6,11210665","4,75052978","1,7224488","1,75808501","1,74614445","1,8525869","1,79731405","1,96366551","2,04615174","1,79897617","1,9667072","2,26576074","2,69058437","1,61745176","1,53480652","2,2813166","1,7334034","2,04274067","4,75576973","5,23239163","3,13708527","3,03312434","3,56337023","2,82639606","13,5796415","11,665429","3,09338385","24,1732233","14,3067403","27,899349","19,8643365","93,7988143","87,2855399","35,5542997","50,646886","91,1752324","87,1901098","88,9706082","92,5359371","30,7187157","28,6324556","33,1216026","112,557961","122,494603","5,42344514","4,7092466","4,6869279","1,65158412","3,52635528","4,53069697","5,60199478","7,03039185","2,83447544","4,91011494","64,7437398","14,909243","3,17753657","3,68388019","3,30555459","19,4054385","34,8662286","13,8561218","12,0020622","42,1074654","38,4799636","47,7636855","31,16485041","49,30018027","10,13269174","9,8648673","1,2811909279","8,3598587068","1,0271493211","59,95320042","7,03633631","13,17821396","10,04969202","10,16485825","37,535666008","33,251516521","17,408861317","28,2513436","4,3358859223","12,08904861"
Male Skittish 3,Male Skittish 3,3o,3A,3A,,,,M,"2,84020138","3,34735019","3,52478284","2,97854361","1,64107123","1,89950126","2,29330663","1,93776916","1,662198","5,55117057","2,07040903","2,11441593","2,20144193","5,32243832","5,63263774","6,12752687","5,15443077","3,67341402","1,95922371","3,55992713","2,56759974","12,0217739","3,6052321","7,69300565","22,3921634","3,00494808","2,72845615","3,75699141","2,4119607","1,44223852","1,68017763","2,39350502","3,44052344","2,81965097","3,92974342","5,2618607","5,01667996","2,95066193","2,75367376","4,12191461","4,94661129","4,48122396","3,1507545","3,19013577","3,28634274","3,99917846","5,82754571","6,746369","7,22696874","6,11168812","5,12633537","1,83130332","1,44710275","1,63855913","1,63574691","1,79400634","2,02927098","2,14660344","1,7350938","1,88785679","2,22007533","2,35646853","1,96533413","1,78791784","1,8049139","1,91132835","1,60085854","4,98309402","4,28150744","3,02815338","2,76178272","3,75875615","2,92325124","12,5729071","10,9173937","3,19260598","19,7753449","10,329081","26,3253446","18,7057791","99,0345143","84,6380406","37,2443976","43,721088","90,4013142","88,005643","87,3654933","86,6728464","31,6787391","26,4013443","37,6704928","123,163048","113,390808","5,17338854","4,46892712","4,86518667","1,07870655","3,50029267","4,6670569","4,97525877","6,64835464","2,79583125","4,53497038","59,826937","14,966347","3,17435701","4,04088378","2,87436816","17,2626865","32,4084889","14,1839009","10,4608391","38,9665651","30,1044259","45,0311237","29,60615802","45,71217505","9,64231566","9,44418589","1,5184536387","8,2346911293","1,0209790206","56,24643964","6,87213303","12,69087802","9,71233441","9,85067664","33,874796948","28,060893154","16,500089202","24,7826642","4,5754083211","11,759707108"
Male Skittish 3,Male Skittish 3,3b,3B,3B,,,,M,"3,21340983","3,18220505","3,39397782","2,80139266","1,98680495","1,82091553","2,02782906","1,97113937","1,98143388","6,25373363","1,87194174","1,99847355","2,00464487","5,29620586","6,5100194","6,73885942","5,90177462","4,36966343","2,14035598","4,46827491","2,27058451","13,5978833","6,9005601","0,88700719","18,934662","2,86626274","2,97253787","3,11271807","2,38847342","2,13896686","2,15700802","2,47296955","3,052851","2,87773189","3,81673012","5,18342117","5,68262188","2,54657039","2,94211655","4,00767898","5,06611583","4,38105743","3,38899236","2,73192875","3,0886741","4,89697185","6,62983106","7,3654698","6,83553012","6,28806949","4,72602404","1,84352005","1,94391922","2,07797056","1,69127031","1,7832837","1,84352005","1,95088402","1,75659965","1,83746664","2,2282556","1,93992811","1,90617451","1,37886867","1,85765487","1,23427917","2,2362846","5,00503525","5,49303341","3,00328049","2,92077753","3,31384877","2,32033066","13,6693446","11,6897071","2,83102711","23,5522317","14,0839774","21,7460937","14,0523015","88,0833858","89,7665687","40,6078293","51,3087849","90,2155924","84,66461","86,8494307","101,045364","25,5476514","25,8562998","27,5013519","104,999598","117,885171","5,89844954","4,04968178","4,1157092","1,98082261","3,36739843","3,76356296","6,18456837","7,21899795","2,24493229","5,48027588","62,9550959","15,5148879","2,89454563","3,42181748","2,45834141","22,5263999","35,8462507","11,2369193","13,404379","37,9558225","37,6362091","35,7983952","30,51040947","40,32011259","9,94813132","9,46393024","1,0713117382","6,4473664815","1,0511627905","51,57888147","6,57618287","12,59098536","9,7895927","9,37757553","37,045120961","34,451040036","17,926078598","26,7189032","4,4120512776","11,849981389"
