Cheetah,Trail,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,Area1,Area2,Area3,Area4,Area5,Area6,Area7,Area8,Area9,Area10
Bolt,Bolt 22-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,"2,03660353","3,11989483","3,06804168","2,68584951","1,63146953","1,88816191","1,61647704","1,65265146","1,66810081","4,99325644","1,89092305","1,84342121","2,09448806","5,79845013","6,350638","7,01154432","5,18697884","4,79099336","1,55964464","4,5848538","2,42669052","4,5533402","0,99536253","1,37733993","3,09992319","2,1918632","2,94674859","2,92809903","2,6084918","2,22122201","1,61647704","3,48721351","3,17884282","2,49187825","3,5563473","5,29383887","5,4870914","2,37958375","2,5861685","4,47814568","4,33872588","3,89509124","3,13533739","3,71732753","2,72719893","4,98515212","6,91168164","6,37339495","6,17450843","5,6927377","5,12118154","1,04339672","1,49723083","1,36826217","1,31379486","1,49810173","2,27364802","2,42467074","1,19745067","1,4922861","2,05995254","1,64843685","1,71943896","1,73604742","1,45958821","1,57727069","1,529124","4,19944585","4,76066736","2,32065242","2,97885153","3,09636854","2,09984094","1,46826541","0,55919364","1,94732735","4,28099985","3,48384815","3,49434748","2,93169831","82,0565282","74,3324605","44,091992","53,8514798","87,7885797","83,220286","91,9304373","98,5636819","20,13118","24,8514897","21,8909528","98,7958671","120,615899","5,57325748","4,68861344","4,27577955","0,76669151","2,7129084","4,30526768","5,95660323","5,36813656","2,39144955","4,92451851","6,40408699","7,58991596","6,16330235","4,98078952","51,9782265","1,64214535","2,92081877","2,41474061","2,20430949","17,2705692","32,4716092","7,49813047","9,94417488","28,15038"
Bolt,Bolt 22-08-19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"1,39565629","2,33575143","2,91923697","2,43107756","1,16707001","1,46782449","1,79561631","1,47077925","1,65188851","4,23077308","1,4721561","1,34216447","1,68690988","5,08901738","5,30095019","6,05170845","4,69893093","4,03250565","1,26844454","3,92101341","2,13069504","3,87124533","0,66965333","1,28846118","3,04858229","2,18875013","2,60242891","2,70537945","2,3189629","1,46150103","1,33090378","3,31846211","2,76945226","3,12078235","3,02039714","4,67150286","4,67651863","2,19567346","2,71682532","4,2661316","4,05262741","3,67484321","2,99302952","3,27895046","2,40104655","4,46366278","6,20752816","5,90138971","5,52854858","4,69658975","4,33190629","0,76575646","0,98202703","0,83517881","1,03483667","1,62200761","1,23244589","1,20825468","1,47549455","1,33394485","2,15463211","1,47412081","1,8087853","1,07839015","1,98005148","1,74990221","0,9919971","3,676771","4,3174505","2,58876049","2,74392229","3,164489","2,17401588","1,09817759","0,65474123","2,04000634","3,80245811","3,3211343","3,33948737","2,80321933","95,1599464","70,0101185","20,4930025","64,3470511","91,4498131","92,8234274","86,2082163","91,2393019","24,2111523","25,4146287","25,3799054","98,3183495","130,987302","4,73971437","4,42694134","3,80139528","1,22703265","2,09317335","4,25852509","4,90813061","4,76377383","2,35782745","4,40288187","5,85233784","6,71961484","5,38931989","4,56825802","40,6210565","0,79245633","1,71139308","2,42657189","1,7796983","12,1976915","24,6616576","5,79320884","7,91356495","22,9195851"
Bolt,Bolt 22-08-19,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"1,78159963","2,70331271","2,35600474","1,63982587","1,20655899","1,68531503","1,36880504","1,02503252","1,70989455","3,56490661","1,47025667","1,324041","1,54089031","4,16582385","4,75291076","5,44943879","4,05879035","3,35777834","1,39513242","3,33725872","2,11218007","3,26160833","0,62390887","1,08113379","2,68871332","1,99345216","2,39116364","2,41935406","2,46820609","0,96923759","1,03627842","2,52255075","2,93755558","2,22024772","2,89382768","4,02250368","4,27946182","1,90958624","2,93303429","4,24066595","3,57976181","3,43945292","3,34324651","3,59854156","1,98487645","3,90650975","5,51030168","5,05296399","4,75370325","4,55045947","4,39827023","0,86964899","1,25966617","0,74976405","1,31877814","1,56477572","1,7893895","1,38626419","1,63593373","1,52444208","1,12811899","1,51586435","1,24369254","1,0236181","1,04157768","1,12219571","0,68977956","3,3911996","3,41826358","2,43467477","2,30797181","2,82363818","1,79355419","0,78233716","0,72240034","1,7090485","3,15385941","2,76865521","2,60145033","2,3364878","78,6063532","57,2741615","41,0714942","60,3221527","91,0496785","81,5680881","82,6421278","86,358081","24,7212614","25,9745122","24,3005771","108,474951","114,386479","3,99619646","3,73138826","3,15362492","1,4925553","1,27589405","3,80360868","3,92397604","4,23693119","1,68514309","3,0814045","5,12307028","6,00757357","4,70819523","3,52468854","31,2503984","0,95043262","2,24655613","1,54821997","0,81945837","8,55302429","19,2758167","5,34850162","5,67999397","18,1718081"
Bolt,Bolt 22-08-19,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,"1,80419128","2,22869211","2,87416296","2,04814603","1,26874747","1,71292534","1,9385549","1,41598623","1,97545993","4,43740228","1,46792837","1,60266588","1,24724772","4,1467711","4,83911451","5,62878245","4,43472229","3,23175124","1,60736327","3,37551322","2,25326923","3,19048247","0,87266921","1,04851522","3,08033674","2,45195409","2,67902302","2,46296003","2,38597343","1,52122362","1,6231204","2,08952109","3,00291922","3,00044381","2,97457743","4,35116525","3,8744258","1,81576199","2,28023329","4,36998629","4,06196711","3,75334687","2,82393158","3,3446996","2,15983391","3,94376682","5,88187895","5,75018698","5,27587369","4,7826477","4,33528903","0,95210705","1,23383092","1,30044502","0,94835366","1,17054017","1,64223479","1,52746297","1,30227213","1,38628879","2,12128391","1,59429876","1,7824802","1,24557853","1,34626195","1,20433074","1,19167803","3,86682384","4,05867984","2,68248563","2,85818738","2,58910879","2,12890644","0,60265133","1,02380149","1,97603427","3,34684721","3,61557217","2,73704376","2,98142267","79,8691816","62,3520946","43,1726584","56,9581599","88,5374468","78,4568488","78,2760721","90,7804928","30,4421381","28,3939113","24,8990231","110,539668","114,323588","4,21790664","4,33981145","3,34019196","2,21866765","1,3897149","3,90095411","4,65676397","5,04738938","1,9031212","3,7790493","5,68865921","6,47198627","5,07528269","3,64974143","37,4381791","1,14368595","1,90099151","2,66751076","1,44892646","12,1317498","23,1733124","6,76076515","7,46368024","21,9395701"
Bolt,Bolt 23-08-19,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"1,63131752","2,73599426","2,83603018","2,48769313","1,21531987","1,69886445","1,86326494","1,52101527","1,67148899","3,94886642","1,57010479","1,22001647","1,32661129","4,3690892","5,06989216","5,64794531","4,18947478","3,58095651","1,48893565","3,5125917","2,13535362","3,48148343","0,97471907","1,11203408","2,8539649","2,0503112","2,05254141","2,63996935","2,34082741","1,43379061","2,13699223","2,17921505","3,04127847","2,28844738","2,79486331","4,78937828","3,80569521","1,6214686","2,12292704","3,97872791","3,69614453","3,17998102","2,52161999","3,20892478","2,05744443","3,78228089","5,27097715","5,13824025","4,80400334","4,62339049","4,43009649","0,95696772","1,10351501","1,15648654","0,86268192","1,35420162","2,20703002","2,16323574","0,89819084","1,35841813","1,85650022","1,65429332","1,89893651","1,04385915","1,81685212","1,43511954","1,49344324","3,59668761","3,69911232","2,12221001","2,42420091","2,81270044","1,80096247","0,87773907","0,42936811","1,86271671","3,35600141","3,13411702","2,80404512","2,43951926","81,8036915","61,995844","34,3505462","63,8457624","92,2742443","87,0496839","82,6535696","93,181398","23,6238438","21,2083982","26,1455755","109,665928","113,180988","4,77718313","4,28013518","3,34126682","1,02170969","2,09864693","3,67263212","5,38468619","4,55627293","1,9053505","4,3629765","5,57258028","6,59298765","5,55373368","4,27157525","35,7835662","0,98860794","2,31463125","2,56893186","1,79573598","11,6086134","21,0337492","5,38758921","6,54128286","20,9285213"
Bolt,Bolt 23-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,"1,94898277","2,51865904","2,85259714","2,29865585","1,28146566","1,65351684","1,42804114","1,39002562","1,91511928","4,09489748","1,81078766","1,39661606","1,58547647","4,66341592","5,28723773","5,86993703","4,28412343","3,65378217","1,63345556","3,67717152","2,19276551","3,58179776","0,72630331","1,42141896","2,87353107","2,50861298","2,45558642","2,36300308","1,93281818","2,01386358","2,2839614","2,05374594","3,01635908","2,5067821","2,96905576","4,22513097","3,93742083","1,99072103","2,31040446","4,24868363","3,66076891","3,79014156","2,68829378","3,20457608","1,75185412","3,61014743","5,27071281","4,82828286","5,32767953","4,63914962","4,08516865","0,78241489","1,42240359","1,41322844","1,10165017","0,97801861","2,18866494","1,74449572","1,2060996","1,48890285","1,78353701","1,57117404","1,5411786","0,91328298","1,67466947","1,59629896","1,23245868","3,69188749","3,57735627","2,59002563","2,63562881","2,89324872","2,25817409","0,84152761","0,72816804","1,51358051","3,66137806","3,10662381","3,33373224","2,36139367","75,7413194","68,5913201","34,2986493","69,9600313","94,7391593","90,1075456","90,9985244","94,5397501","28,3243606","24,7250182","20,1189524","120,963757","113,740814","4,61964481","4,56431972","3,65145577","1,02351412","2,07469078","4,06639393","5,11757059","4,81328261","1,93637806","4,50899463","5,79317337","6,95739097","5,74775473","4,2951834","38,3866944","1,23888523","2,00524938","2,02514501","1,58017171","13,0943818","22,8795856","6,42169541","6,16458273","22,610612"
Bolt,Bolt 23-08-19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,"1,97711716","2,71162207","2,28798135","2,65513614","1,28100703","1,99579141","1,8085324","1,73606245","2,32910369","4,6886772","1,60770688","1,59775195","1,59074642","5,39204296","5,91181715","6,74263863","5,10101233","4,23013073","1,68168642","4,15222267","2,59041596","4,09375257","1,22516997","1,11276064","2,49358859","2,59373389","2,77788946","3,19175697","2,51439788","2,04767979","2,24201806","2,79178293","3,12201098","2,67026609","2,8677589","5,121848","4,65220949","2,38762365","3,16495151","4,53149472","4,65522318","4,41067087","3,49178764","3,19249746","2,33848663","4,2042627","6,09506244","5,87662745","6,40503513","5,63434147","5,15143388","1,15250146","1,24564466","1,46871561","0,83977028","1,88245084","1,38167441","2,13652654","1,18256583","0,99859497","1,74385677","1,5199652","1,5598552","1,1785113","1,9730781","1,41842673","1,69302345","4,35112476","4,18486358","2,90542514","2,68833967","2,95475314","2,44345608","1,03075031","0,73055101","2,34821726","4,16027699","3,87726495","3,48979719","3,06421217","87,9953832","81,137783","33,1730565","58,8315603","90,4939169","89,8971074","89,7865975","88,8965765","26,0103553","24,2357448","26,990588","118,429574","110,493565","5,56417259","3,86950073","4,15194604","1,21451483","2,65498591","3,36109918","6,07257414","5,3947054","2,62674137","4,85805932","6,49089801","7,64300346","6,24261642","5,0253839","48,2952007","1,22854043","2,42517072","1,99677708","2,14635586","15,7580254","30,6281511","8,17178824","8,57983917","27,23012"
Bolt,Bolt 23-08-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,"1,89392699","2,61233279","2,72117121","2,25911837","1,19192741","1,61363476","1,81004039","1,347327","1,82002332","4,53816986","1,55021359","1,68683385","1,39984775","4,83598047","5,35539359","6,15419621","4,6710864","3,89617266","1,45922093","3,84677224","2,30742397","3,77416479","0,99916383","1,09839326","2,91019003","2,20302075","2,67139252","2,74645529","2,51321902","1,75335366","2,09705327","2,1885034","3,00434996","2,3402436","3,09750372","4,71199637","4,05482785","1,92017338","2,82869783","3,96240394","4,21991036","3,6602972","3,38031731","3,29170158","2,58543971","3,69721096","5,69640804","5,61596569","5,64724635","5,13226661","4,76573864","1,16430044","1,04427784","1,150384","1,11513408","1,63614352","1,46725824","1,39022669","1,65328065","1,05705235","2,23762805","2,07582488","1,30069599","1,35996892","1,41723783","1,39022669","1,11272428","4,23906755","3,45717479","2,68464512","2,31878873","2,50477042","2,05374013","1,05568255","0,66406029","2,00486085","3,7313257","3,13535007","3,22411236","2,52208789","84,6030483","73,8678811","42,1174818","53,2794699","91,8519148","81,3086443","90,3521335","87,3392573","24,2850825","25,6550994","24,8977064","114,584657","104,908155","4,99973156","4,09304449","3,73036966","0,9844031","2,15014362","3,93761242","5,15516363","4,6632499","2,20256377","3,91170707","5,86216833","6,83115643","5,41477482","4,26691779","40,4521112","1,12541272","2,10654176","2,4420852","1,51598529","13,2522884","25,7056479","6,40049124","6,84206641","22,3565887"
Bolt,Bolt 23-08-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"1,42649659","2,56503119","2,71049411","1,90132412","1,13145851","1,57709392","1,78975337","1,527027","1,64043191","3,54112041","1,47955968","1,20571714","1,37732193","4,21312602","4,70712721","5,58537772","4,16578116","3,35962244","1,34750477","3,39573673","2,18964099","3,30874027","0,83721103","0,82270028","3,19559826","2,22804178","2,22844886","2,48418941","2,15730094","1,67598861","1,84433355","2,0233571","3,18376585","2,2657212","3,20345866","4,00299226","3,40078303","1,80016579","2,56746565","3,81979751","3,73273961","3,27302401","2,59525609","2,80042885","2,09892925","3,41391625","5,13977813","4,84388769","4,65662466","4,08723253","4,1034752","0,78422138","0,97002516","1,07218385","0,83537429","1,49379632","1,64778814","1,68749521","1,20997277","0,87012244","2,20183182","1,94005032","1,55002065","0,91020347","1,39195263","1,07865047","1,43263026","3,15111881","3,31551695","2,63110416","2,10165931","2,41488038","2,02419699","0,63191691","0,71770445","1,76625391","3,18504349","3,40725582","2,69417149","2,66945432","84,2688515","62,7360692","34,1361072","61,5950413","90,1653894","84,7789237","85,5364438","96,0167999","28,2373315","23,0407742","24,3988487","116,337688","120,284928","4,25426271","4,30344494","3,1722537","1,35251127","2,04106246","3,71325821","4,84444945","4,81985834","1,74596909","3,90998712","5,40920667","6,40691732","5,04567473","3,86487516","32,7015995","0,80639797","2,01009887","2,32757839","1,36304538","9,84246969","19,3266411","5,1011399","5,03068969","19,5144075"
Bolt,Bolt 23-08-19,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,"1,96615338","2,65419422","2,26532723","1,99370997","1,22669969","1,76663347","1,6721011","1,46432663","1,96440612","4,87223051","1,82338585","1,63565143","1,5863906","5,1270412","5,71547518","6,69097095","5,01828048","4,19970569","1,51576948","4,23544802","2,45552293","4,1319111","0,81899576","1,1594193","2,70169404","2,5028218","2,65764197","2,76197439","2,82264232","1,65213021","2,1441903","2,12434702","3,14487984","2,4659639","2,92878354","4,77182173","4,07861816","2,16577171","2,66722195","4,36657151","4,07770995","4,00483903","3,14555918","3,46783054","2,20948636","3,89927591","6,04710817","5,82726551","5,94221867","5,34962816","5,20444603","0,99637644","1,39685126","1,27459624","0,99023065","1,5491559","1,83423447","1,87862748","1,15658022","1,09663703","1,61853354","1,51931383","1,40854743","1,1605321","1,22358545","1,37232628","1,19933492","4,24303276","3,9652549","2,71963286","2,60118466","2,72605328","2,28218538","0,81199691","0,87439585","1,91589353","3,81597366","3,53945383","3,23256473","2,6523608","83,2931192","70,4707047","40,1238957","56,5829852","93,2213342","86,8071265","88,4943762","86,8344335","25,9698542","23,0600302","21,8645183","120,433014","102,54267","4,91705203","4,03308762","3,81209652","1,40881828","2,12703936","3,70160096","5,24853868","5,36159666","1,99581395","4,19883095","6,20087064","7,26418965","5,62605761","4,25488584","43,1528905","1,20337586","2,32433917","1,87412246","1,45786277","14,9697058","28,1492278","6,69182284","7,79027532","23,0056926"
Bolt,Bolt 23-08-19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,"1,83646495","2,45600265","2,51231334","2,00991186","1,29038308","1,83445496","1,56710595","1,38883799","1,8403113","4,52497772","1,37727896","1,73222475","1,73577076","4,54538244","4,94599883","5,73147752","4,40042324","3,41711998","1,52887885","3,47128112","2,2601964","3,3604772","0,88042849","1,0474648","2,77056519","2,63476144","2,43210244","2,59987485","2,09895161","1,8431491","1,44843443","2,90132281","3,033421","2,32891286","3,08796397","4,06643612","4,69339847","2,23356611","2,5136677","3,77262352","3,93958523","3,87419157","2,67039399","2,54163243","2,09960759","4,44159118","6,11107229","5,70567203","5,74353393","4,77386872","4,30892601","1,07658917","1,15670809","1,17044745","1,08682097","1,58155682","1,59201928","1,77517537","1,17804019","1,15777075","1,82841171","2,05154503","0,98252623","1,05931656","1,2210971","1,40971073","1,22937752","3,91670534","4,33687563","2,73098624","2,33870602","2,47220504","2,44094244","0,63387862","0,85604424","1,97080738","3,74464279","3,64544696","3,15096267","2,75399099","87,8960352","75,190202","32,1497773","59,9541875","92,0807934","91,4949674","94,2880871","88,1196408","31,8778118","24,9669663","25,6941984","104,353349","123,869991","4,7361745","3,86828912","3,7443055","1,21503953","2,43007906","3,76910222","4,8353614","4,90975158","2,47967251","4,36422363","5,66479001","6,66197145","5,41682176","4,29334369","39,55323","1,18486909","2,21079233","1,94393546","1,39546466","13,0267964","24,6295363","6,48911052","8,34511849","22,3941488"
Carl,Carl 20-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"1,82907953","2,40623135","2,83823075","2,3378731","1,39606471","1,77880729","2,01020284","1,78743361","1,69788028","4,63810593","1,66124754","1,49450967","1,67775485","5,55924026","5,70849287","6,15228868","4,70158113","4,54613963","1,16235324","4,28753257","1,86475611","4,2874509","1,13814166","1,01761348","2,54402053","1,97303474","2,09206847","2,64937879","3,22510024","1,32032787","1,97465823","2,92891336","2,19127166","2,2407279","2,98225745","5,56292821","4,63257532","2,10674487","2,15161923","3,9312436","3,90103973","3,36253282","2,34137217","2,93472244","2,20642606","3,8344538","5,18851005","5,11486102","6,57537469","5,94589642","5,5150249","1,00820519","1,30125899","1,11649592","1,16701598","1,5225501","1,6101139","2,12956671","0,69515718","1,52675372","1,8795416","1,85845234","1,70127415","1,30789122","1,63068116","1,36049181","1,56387314","4,86175191","3,66139881","1,79972954","2,35091088","2,71544416","2,02702737","1,49195258","0,05292903","1,89643396","4,16550405","2,7177374","3,38190706","1,75452321","101,513831","77,3785498","30,2551589","48,2310099","85,5016147","92,0739957","92,8214064","84,7650029","20,1129097","19,8654584","23,7877012","123,146996","89,7235013","5,31638755","3,8986842","4,15184551","0,05063226","2,7594583","3,34172932","5,87334243","4,35437456","2,50629699","4,7088004","5,76452254","6,60784972","5,62479771","4,90355882","40,1117741","1,26130399","1,92047632","2,84818848","2,05346442","14,3643169","25,7375232","4,79430106","8,89321857","19,908799"
Carl,Carl 20-08-19,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,"1,80393244","2,05057856","2,66053711","2,38239595","1,30221373","1,56329469","1,98227325","1,5811085","1,94159889","5,77292675","1,77650113","1,66571365","1,76284304","4,98799633","5,51182396","6,13531162","4,69838408","3,99810263","1,51372132","3,98628632","2,1490253","3,93074191","0,88946246","1,20539951","2,61692277","2,51997582","2,1969059","2,60472206","1,23009765","2,84721907","2,3545345","1,87648528","2,62160599","2,29512532","2,86936631","3,60371529","3,67696152","1,97056535","2,00341902","4,07316941","3,79983076","3,75629515","2,26037126","2,93161715","1,86298924","4,02228589","5,88038581","6,13456119","5,68499798","4,44071289","3,62801301","0,88337806","1,33019645","1,26454704","0,9991364","1,17783742","1,58450196","1,58957857","0,88337806","2,05898069","0,94344183","2,08564007","1,29512358","1,37333685","1,62112469","1,45024258","1,29215787","3,89552809","4,71761579","2,49155521","2,48772328","3,00716329","2,32102188","0,56327948","0,88294823","1,89041846","3,46355583","3,43584739","2,77426926","2,74652657","89,504351","82,2087753","40,7522002","49,7434488","89,2849169","91,2582126","94,5962809","86,5274298","27,189377","20,8707144","23,3453818","93,3160887","113,230158","4,84757104","3,90575723","3,46255074","1,27421867","2,16063166","3,7395548","5,01377347","5,19890204","1,77369141","4,70906901","5,68998973","6,44652188","5,21547962","3,90821217","39,9347784","1,1705352","1,59524266","2,16497218","1,88183388","18,0610013","26,320353","6,1814694","7,41454057","20,5248417"
Carl,Carl 20-08-19,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,"1,71591106","2,11155977","2,44659656","2,44480383","1,09606071","1,50994455","1,6672624","1,63106437","1,77085264","4,30451349","1,5030043","1,55852657","1,60143275","4,64924879","5,33713327","5,45049776","4,18243335","3,78835357","1,54877971","3,63709964","1,81339812","3,62902298","0,96799196","1,15418838","2,09229109","2,02046861","1,94303356","2,48258691","2,05243244","1,64034299","1,35899973","3,04325201","2,48258691","2,21187962","2,29612181","4,49380312","4,73207989","1,77727223","2,13361863","3,51814261","3,44364729","3,47036686","2,77494304","2,82651832","1,68855576","4,42970199","5,31052599","5,04963559","5,48030353","5,1238292","4,2562126","1,06008368","0,93100971","1,22095255","0,83150446","1,03431838","1,54177358","1,37233568","1,24935059","1,55332424","1,34076065","1,310999","1,73253754","0,96130883","1,83813822","1,67935585","1,43245918","4,12788812","4,15752229","2,14734165","2,23101963","2,80532984","1,81739479","1,0141496","0,32935898","1,82677115","3,37633866","3,16856397","2,92971444","2,30191849","85,9901393","79,6793866","36,6601165","57,3497442","93,7960516","86,2542739","82,0311424","91,851289","21,9859363","20,7185399","25,8303455","98,9304657","117,837831","5,06450799","3,24647948","3,37633866","0,88304242","2,28552155","3,24647948","5,06450799","4,59701494","1,94788769","4,46715576","5,40937915","6,20096277","5,60991654","4,3857811","34,9976391","0,90252951","1,57504216","2,03271501","1,94873524","13,1183811","21,9075885","5,40067454","8,55817875","18,7986509"
Carl,Carl 20-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"1,6238937","2,32367937","2,68230096","2,12330204","1,18753678","1,58342616","2,03199866","1,18068606","1,87766052","4,22900813","1,5239862","1,37594362","1,52460026","5,13410902","5,89327421","6,26361337","4,91827428","4,47069233","1,42258188","4,42212496","1,84148841","4,39379406","0,96906023","0,91426888","2,59078534","2,09176939","1,88611588","2,35316599","2,15538672","1,98901235","2,01782319","2,59179035","2,64517106","2,14915328","2,70350341","4,27516161","4,20147369","1,48099549","2,47457408","3,47602046","3,66978943","3,29794432","3,02422398","2,83330541","1,98411839","4,05577442","5,20412503","5,00798085","5,22840913","4,78496255","4,21126458","1,06216519","1,06509854","1,22019171","0,6721437","1,57691039","1,55479329","1,39172589","1,16230954","0,97550112","2,2682357","1,61464506","1,77199775","1,17830537","1,28592544","1,1403593","1,25124738","4,06691361","3,62830011","2,43843138","1,91852204","2,20581533","1,82269176","0,70148469","0,65283906","1,69639447","3,2237381","2,89886527","2,55445408","2,35410474","87,0788344","65,5796297","32,1666729","60,7544928","92,643795","90,5304136","86,9544371","88,237609","20,4105525","17,5087005","20,0319895","105,941795","105,868824","5,29576508","3,59712345","3,22242309","1,1490811","1,74860168","3,42226328","5,47062525","4,42146424","1,69864163","4,34652417","5,82098881","6,68443224","5,87598982","4,60608883","35,4208267","0,92913838","1,83238069","2,45575829","1,24644319","13,9766998","22,9248827","4,96362071","7,13826627","17,8994858"
Carl,Carl 20-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"2,18245123","2,44806526","2,70952325","2,46077729","1,47721848","1,45229642","1,8813302","1,57395448","1,57553953","3,91258147","1,33895114","1,37754288","1,37391418","4,66649669","5,25381798","5,71960629","4,31667239","3,73655263","1,51726535","3,6279669","2,09163939","3,61111323","1,00924247","1,30484526","2,41820514","2,17443064","1,99857674","2,76119435","2,58313259","1,29632857","1,87418536","2,39198197","2,23932372","2,60681887","2,7228481","5,04137252","4,41945875","1,97211196","2,39193792","3,5640949","3,62999332","3,51453948","3,10791023","3,15479311","2,19352506","3,6960653","4,9484245","4,84855156","5,50796274","5,18146189","4,82843247","1,04589449","1,62851357","1,4080093","1,20320855","1,24250105","1,50918802","1,51743501","1,43457164","1,17300864","1,94011549","1,45658681","1,92607345","1,3417445","1,55941648","1,41948543","1,51393552","4,02980416","3,42967204","2,31126249","2,2705316","2,68032078","1,99553516","0,97714828","0,33275009","2,01542002","3,65397962","3,27857076","2,77712418","2,60199022","88,660027","72,0582967","37,8642309","53,475742","84,477205","89,7310077","77,4886765","96,0953343","24,4104027","20,4219416","27,6919722","124,508799","104,670685","4,72126872","3,94688073","3,64711764","1,09913134","2,17328243","3,52221635","5,1459331","4,57138717","2,34814423","4,07178202","5,37394962","6,29036422","5,39625608","4,26409415","37,3665392","1,59154587","1,77344574","2,34691394","1,92320893","11,3988506","21,7802475","5,70535341","6,89035463","22,0248607"
Carl,Carl 20-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"1,49288252","2,7339079","2,6261591","2,34207453","1,09186602","1,58560936","1,84238349","1,58184554","1,50459331","4,35782379","1,48130271","1,81028913","1,60512145","5,71027255","6,06425398","6,54188843","5,05636017","4,9149934","1,14926059","4,65663969","1,88524874","4,65750304","0,47597207","1,53390997","2,49446322","1,74489923","2,18994079","2,65787094","2,08457784","2,08584835","2,14162283","3,09254975","2,79144493","1,91293071","2,90309999","4,42658579","4,53887478","2,32979643","2,61985878","3,67024354","3,34716452","3,61174657","3,03146518","3,07766268","1,84790199","4,01020323","5,34109887","5,13228652","5,72122283","5,0777966","4,41099758","0,91061597","1,01418884","1,09338145","0,69247226","1,14660374","2,17552763","1,6602907","1,36398303","1,19967321","1,75907564","1,72964965","1,75643807","1,25683217","1,63759682","2,1079582","0,70244324","3,64991139","3,77049652","2,08205399","2,14019335","3,08308432","1,73164027","1,46051437","0,18324483","1,90195296","3,81848593","2,70906096","3,24680938","2,077958","96,2227233","75,1880324","25,4579384","58,3193384","92,3849414","87,6189833","93,0818653","87,9732204","16,6950457","19,5360733","22,0928411","104,368551","113,840669","5,6103453","3,75738722","3,80885828","0,1801487","2,52208183","4,22062674","5,14710578","4,16915568","2,34193313","4,78680838","5,98111631","6,95968835","6,00570426","5,23343228","39,4655098","0,8047157","2,07371593","2,37937543","1,71010365","14,6090671","25,6393019","4,76371825","6,6672186","19,367818"
